ingredient,category,risk_level,health_effect
-moisture complex (jojoba",unknown,unknown,unknown
codium tomentosum extract,unknown,unknown,unknown
hydrates,unknown,unknown,unknown
"linalool <18941>



the list of ingredients is subject to change",unknown,unknown,unknown
ethylhexyl glycerin,unknown,unknown,unknown
maintains hydration,unknown,unknown,unknown
-cupuaçu butter: full of fatty-acids,unknown,unknown,unknown
oryza sativa bran cera/cire (oryza sativa (rice) bran wax),unknown,unknown,unknown
"*squalane.
*derived from whole non-gmo sunflower oil.



the list of ingredients is subject to change",unknown,unknown,unknown
"-niacinamide: fights shine and reduces the look of pores and dark spots.
-barbados cherry (acerola): loaded with more vitamin c than an orange; visibly brightens skin.
-australian lemon myrtle: absorbs surface oil and refines pores.

aqua/water/eau",unknown,unknown,unknown
camphor.,unknown,unknown,unknown
or mycelium. its small molecular structure supports the skin barrier,unknown,unknown,unknown
"botanical extracts from blue iris and willow bark: purify and clean out pores.
-silica microsponges: prevent pore walls from getting slack to help tighten their appearance.
-light-diffusing powders: instantly blur the look of pores and imperfections.

water",unknown,unknown,unknown
ximenia americana seed oil,unknown,unknown,unknown
ubiquinone (coq10),unknown,unknown,unknown
prunus armeniaca (apricot) kernel oil*,unknown,unknown,unknown
tridecyl trimellitate,unknown,unknown,unknown
"and lightens the look of dark spots.
- niacinamide 3%: visibly evens skin tone",unknown,unknown,unknown
"german chamomile hydrosol.

.",unknown,unknown,unknown
"making uneven skin tone and dullness less noticeable.
-licorice root extract: soothes breakout-prone skin and visibly evens skin tone.

avobenzone 2.3%",unknown,unknown,unknown
litsea cubeba fruit oil*,unknown,unknown,unknown
red 40 (ci 16035),unknown,unknown,unknown
disodium edta (stabilizer),unknown,unknown,unknown
"-moringa: helps purify skin by removing impurities caused by pollution.
-papaya: gently brightens and helps reduce the appearance of discoloration.
-kaolin clay: draws out surface impurities and absorbs wetness.

water",unknown,unknown,unknown
-homosalate 9%,unknown,unknown,unknown
perilla ocymoides seed extract,unknown,unknown,unknown
"octocrylene 8.0%: offer photostable protection from uva/uvb rays and shield from damaging effects of blue light pollution and photoaging.

c13-15 alkane",unknown,unknown,unknown
camellia sinesis seed oil,unknown,unknown,unknown
polysilicone-2,unknown,unknown,unknown
cetyl babassuate,unknown,unknown,unknown
"-30% hyaluronic acid complex: a potent hydrator that plumps the look of skin with moisture.
-3% hydrafence™: helps provide up to 120 hours of enhanced hydration.
-moisture barrier boosting complex™: helps increase the look of skin thickness to combat effects of dehydrators.

water/aqua/eau",unknown,unknown,unknown
black cardamom (amomum subulatum),unknown,unknown,unknown
"-vitamin c 10%: visibly brightens.
-vegan collagen: blurs the appearance of fine lines.
-cbd 500 mg: calms the look of puffiness.

water (aqua)",unknown,unknown,unknown
"-maldavian dragonhead: supports natural collagen production in the body for healthy hair. (2) *
-ashwagandha: highly concentrated stress-relieving adaptogen that reduces hair shedding. (4) *
-tocotrienol complex: super antioxidant that fights environmental stress to improve hair density. (5) *

maldavian dragonhead",unknown,unknown,unknown
isostearyl palmitate,unknown,unknown,unknown
xiyuan jade,unknown,unknown,unknown
"-high-potency colloidal oatmeal 5%: addresses minor skin irritations and itching due to eczema and dermatitis.
-patented b-l3™ complex with barrier lipids 3.75%: supports skin-barrier function.
-ceramides: are skin-identical lipids that deliver intensive hydration.

colloidal oatmeal 5%",unknown,unknown,unknown
undaria pinnatifida extract.,unknown,unknown,unknown
"-hyaluronic acid complex: has three molecular weights for rich hydration.

-pro-vitamin b5: provides essential nourishment for skin and promotes long term hydration.




water/aqua/eau",unknown,unknown,unknown
pimples,unknown,unknown,unknown
-avobenzone 3%,unknown,unknown,unknown
"ceramide np..

the list of ingredients is subject to change",unknown,unknown,unknown
"centella asiatica extract

the list of ingredients is subject to change",unknown,unknown,unknown
epilobium angustifolium extract,unknown,unknown,unknown
aframomum angustifolium seed extract [may contain: ci 77491,unknown,unknown,unknown
camphanediol,unknown,unknown,unknown
potassium cocoyl glycinate,unknown,unknown,unknown
matrixyl 3000,unknown,unknown,unknown
argania spinosa kernel oil.,unknown,unknown,unknown
peat extract,unknown,unknown,unknown
ceramide 2,unknown,unknown,unknown
cannabis sativa (hemp) seed oil,unknown,unknown,unknown
-proprietary,unknown,unknown,unknown
polyglyceryl-10 caprylate/caprate,unknown,unknown,unknown
"and retains water in the skin.

aqua/water/eau",unknown,unknown,unknown
tocopherol (vitamin e),unknown,unknown,unknown
opuntia ficus-indica (prickly pear) seed oil*,unknown,unknown,unknown
"and blueberry: improve skin texture.




aqua/water/eau",unknown,unknown,unknown
bursera graveolens.,unknown,unknown,unknown
sali[1]cylic acid,unknown,unknown,unknown
(f.i.l. b260371/2).,unknown,unknown,unknown
caprylyl glycol.the list of ingredients is subject to change,unknown,unknown,unknown
artemisia absinthium extract,unknown,unknown,unknown
"yellow 6 lake (ci 15985)].

.

the list of ingredients is subject to change",unknown,unknown,unknown
"-bt matrix™ with retinol-like strength: diminishes signs of aging.
-vitamin c: brightens the look of dark circles.
-wild ginger extract: reduces the look of dark circles and eye bags.

aqua (water)",unknown,unknown,unknown
linoleic acid,unknown,unknown,unknown
tocopheryl ac- etate,unknown,unknown,unknown
supporting skin’s resilience,unknown,unknown,unknown
"more youthful-looking skin.

water (aqua)",unknown,unknown,unknown
cetyl ethylhexanoate,unknown,unknown,unknown
"caprylyl glycol.



the list of ingredients is subject to change",unknown,unknown,unknown
xanthan gum. iron oxides (ci 77492),unknown,unknown,unknown
"and moisturize.
water",unknown,unknown,unknown
rice ferment filtrate (sake),unknown,unknown,unknown
"and visibly plumps lips.
-rose wax: serves as a luxurious",unknown,unknown,unknown
olea europaea (olive)leaf extract,unknown,unknown,unknown
rubus ldaeus (raspberry) seed oil,unknown,unknown,unknown
pelargonium graveolens flower oil**,unknown,unknown,unknown
"-salicylic acid exfoliant: visibly diminishes uneven scar texture and reveals a smoother complexion.
-purified teca centella asiatica (asiaticoside",unknown,unknown,unknown
-caffeine: calms redness and supports natural blood flow,unknown,unknown,unknown
"iron oxides.




.",unknown,unknown,unknown
lauryl laurate,unknown,unknown,unknown
apium graveolens (celery) seed oil,unknown,unknown,unknown
"non-irritating sunscreen that helps filter harmful uv rays.
-avocado oil: a natural oil that helps hydrate",unknown,unknown,unknown
copper lysinate /prolinate,unknown,unknown,unknown
"promoting healthy- and clear-looking skin.
-bisabolol: a soothing agent extracted from chamomile that calms skin.

aqua (water",unknown,unknown,unknown
"-dha: visibly evens skin tone and creates a natural golden tan.
-ascorbic acid (vitamin c): powerful antioxidant reduces visible redness",unknown,unknown,unknown
may contain / peut contenir (+/-) titanium dioxide (ci 77891),unknown,unknown,unknown
tagetes minuta flower oil,unknown,unknown,unknown
saccharide isomarate,unknown,unknown,unknown
nymphaea coerulea flower extract,unknown,unknown,unknown
fo-ti root extract (radix polygonium multiflorium),unknown,unknown,unknown
propylene   carbonate,unknown,unknown,unknown
linalool. repairative moisturizer: -menyanthes trifoliata: helps strengthen the look of skin for a firmer-looking appearance.aloe barbadensis leaf juice*,unknown,unknown,unknown
soothes skin,unknown,unknown,unknown
"-3% vitamin c (thd ascorbate): visibly brightens and reduces dark circles.

-encapsulated caffeine and upcycled cranberry peptide: reduce the look of puffiness and fine lines while targeting dark circles.

-proprietary buckwheat-honey blend: provides lasting hydration and soothes skin.




water/aqua/eau",unknown,unknown,unknown
isoamyl laurate,unknown,unknown,unknown
octocrylene 7%,unknown,unknown,unknown
[+/- iron oxides (ci 77491),unknown,unknown,unknown
"triethylene glycol.

.

the list of ingredients is subject to change",unknown,unknown,unknown
caprylic acid,unknown,unknown,unknown
"and is rich in essential fatty acids and antioxidants.
-mango butter: has antioxidant-rich properties that visibly restore suppleness.

aqua/water/eau",unknown,unknown,unknown
citrus junos seed extract,unknown,unknown,unknown
amino esters-1 (ex mimosa tenuiflora),unknown,unknown,unknown
"bouncy skin.

aqua/water/eau",unknown,unknown,unknown
pea starch,unknown,unknown,unknown
t-butyl alcohol,unknown,unknown,unknown
batyl,unknown,unknown,unknown
-cotton 100%: is handpicked and then woven with a special manufacturing method using only water.,unknown,unknown,unknown
moringa oleifera seed extract,unknown,unknown,unknown
cyclomethicone,unknown,unknown,unknown
beheneth-5,unknown,unknown,unknown
pseudozyma epicola/argania spinosa kernel oil ferment filtrate,unknown,unknown,unknown
"sclerotium gum.
*ingredients from organic farming/ingrédients issus de l’agriculture biologique.



the list of ingredients is subject to change",unknown,unknown,unknown
"and key minerals.
-vegan stem cells: derived from swiss apples to support skin's natural renewal process for firm- and bouncy-looking skin.

palmaria palmata extract",unknown,unknown,unknown
tocopherol antioxidant vitamin e,unknown,unknown,unknown
trioctyldodecyl citrate,unknown,unknown,unknown
ceramide  ap,unknown,unknown,unknown
"-hyaluronic acid: a blend of four types to intensely hydrate and visibly plump skin.
-ceramides: help support and replenish the skin barrier.
-allantoin: locks in moisture and soothes irritation.

water/aqua/eau",unknown,unknown,unknown
"-green fusion complex™: proprietary blend of potent active botanicals with natural antiseptic properties; helps absorb excess oil and refine pores.
-neem seed oil
-glycolic and lactic acids (ahas): help lift and loosen dead skin cells that clog pores.

water",unknown,unknown,unknown
phenylalanine,unknown,unknown,unknown
safflower oil/palm oil aminopropanediol esters,unknown,unknown,unknown
octocrylene 9.5%,unknown,unknown,unknown
citrus paradisi peel oil/grapefruit peel oil,unknown,unknown,unknown
anthemis nobilis (chamomile) flower extract,unknown,unknown,unknown
sodium metabisulfite.,unknown,unknown,unknown
palmitoyl tetrapeptide-7 (skin-restoring),unknown,unknown,unknown
and aloe vera juice: hydrate,unknown,unknown,unknown
"and smooth the appearance of skin tone.
-epsom salt: an abundant source of minerals",unknown,unknown,unknown
-sea moss: a nutrient-rich seaweed that hydrates,unknown,unknown,unknown
chamomilla recutita (matricaria) flower extract*,unknown,unknown,unknown
trimethylolpropane tricaprylate/tricaprate,unknown,unknown,unknown
menthyl lactate,unknown,unknown,unknown
-botanical blend: supports skin’s barrier,unknown,unknown,unknown
sorrel,unknown,unknown,unknown
reducing blemish-causing sebum,unknown,unknown,unknown
iron oxides/ci 77492,unknown,unknown,unknown
hydrolyzed wheat protein,unknown,unknown,unknown
"and balance and retain skin’s moisture levels; hyaluronic acid acts as a natural moisture magnet/humectant.

 water",unknown,unknown,unknown
cyclopentasiloxane,unknown,unknown,unknown
"(c) citric acids 25%: exfoliates dead surface skin cells and revs up surface turnover to smooth and brighten the appearance of skin.
-salicylic acid (bha) 2%: penetrates to exfoliate and unclog inside pores as well as on the surface of the skin",unknown,unknown,unknown
arachidyl alcohol (texture enhancer/stabilizer),unknown,unknown,unknown
"and diminish the look of fine lines and wrinkles.

water/aqua/eau",unknown,unknown,unknown
"-vitamin c: brightens and firms skin and reduces appearance of fine lines and wrinkles.
-vitamin e: nourishes and supports skin barrier against environmental stress.
-aloe leaf juice: contains antioxidants to deeply hydrate and soothe skin while diminishing visible redness.

active ingredients: avobenzone 3%",unknown,unknown,unknown
meadowfoam oil: infuses skin with vitamin a,unknown,unknown,unknown
quartz powder,unknown,unknown,unknown
juniperus mexicana (texas cedarwood) oil,unknown,unknown,unknown
hydrated,unknown,unknown,unknown
citrus reticulata (tangerine) peel extract,unknown,unknown,unknown
sodium saccharin.,unknown,unknown,unknown
alumina,unknown,unknown,unknown
-aqua/water/eau,unknown,unknown,unknown
-cocoa butter: naturally rich in antioxidants and fatty acids to soothe,unknown,unknown,unknown
phoenix dactylifera (date) fruit extract,unknown,unknown,unknown
"oryza sativa (rice) bran extract.



the list of ingredients is subject to change",unknown,unknown,unknown
c12-15 alkyl lactate,unknown,unknown,unknown
nephelium lappaceum peel (rambutan) extract,unknown,unknown,unknown
oleyl alcohol,unknown,unknown,unknown
rice (oryza sativa) bran oil,unknown,unknown,unknown
- glycerin 40%: a supple humectant; binds and locks in moisture - 5% panthenol: deeply conditions and soothes - murumuru & mango butters: deeply hydrate,unknown,unknown,unknown
